(8194, '10ανακυψασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(893, 'θελοντι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10510, 'θελοντοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5039, 'θελοντων', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3327, 'θελουσιν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(1285, 'θελω', 42, 'N/A', 'N/A', 'N/A', 'N/A')
(123, 'θελων', 19, 'N/A', 'N/A', 'N/A', 'N/A')
(11243, 'θελωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10289, 'θεμελια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(18159, 'θεμελιοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6094, 'θεμελιον', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(15457, 'θεμελιοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6104, 'θεμελιου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16240, 'θεμελιουσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14320, 'θεμελιω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17006, 'θεμελιωσει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13621, 'θεμενοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10801, 'θεντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6842, 'θεντοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14939, 'θεοδιδακτοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8324, 'θεοι', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(14142, 'θεοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9274, 'θεομαχοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10992, 'θεομαχωμεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(574, 'θεον', 175, 'N/A', 'N/A', 'N/A', 'N/A')
(15533, 'θεοπνευστοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(179, 'θεοσ', 375, 'N/A', 'N/A', 'N/A', 'N/A')
(15137, 'θεοσεβειαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8275, 'θεοσεβησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11691, 'θεοστυγεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14750, 'θεοτητοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(513, 'θεου', 786, 'N/A', 'N/A', 'N/A', 'N/A')
(8325, 'θεουσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5368, 'θεοφιλε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(18193, 'θεραπειαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3582, 'θεραπειασ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(6001, 'θεραπευει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1626, 'θεραπευειν', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(5944, 'θεραπευεσθαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6732, 'θεραπευεσθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10410, 'θεραπευεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1659, 'θεραπευετε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6300, 'θεραπευθηναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6323, 'θεραπευοντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1980, 'θεραπευσαι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4278, 'θεραπευσει', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(5864, 'θεραπευσον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1309, 'θεραπευσω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(653, 'θεραπευων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15810, 'θεραπων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7923, 'θεριζειν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7198, 'θεριζεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1074, 'θεριζουσιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3663, 'θεριζω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3656, 'θεριζων', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(17919, 'θερισαι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16696, 'θερισαντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13785, 'θερισει', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1619, 'θερισμον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1613, 'θερισμοσ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(1616, 'θερισμου', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(12973, 'θερισομεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17918, 'θερισον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2289, 'θερισται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2250, 'θερισταισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16568, 'θερμαινεσθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5192, 'θερμαινομενον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5166, 'θερμαινομενοσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11514, 'θερμησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3547, 'θεροσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(6385, 'θεσθε', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(14865, 'θεσσαλονικεισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10668, 'θεσσαλονικεων', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11329, 'θεσσαλονικεωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10354, 'θεσσαλονικη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10326, 'θεσσαλονικην', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10360, 'θεσσαλονικησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7305, 'θετε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9262, 'θευδασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1059, 'θεω', 181, 'N/A', 'N/A', 'N/A', 'N/A')
(4525, 'θεωρει', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(7679, 'θεωρειν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10835, 'θεωρεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7295, 'θεωρειτε', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(17255, 'θεωρη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4107, 'θεωρησαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7579, 'θεωρησαντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8238, 'θεωρηση', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8102, 'θεωρησουσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8101, 'θεωρησωσιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8087, 'θεωρητε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7578, 'θεωριαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17808, 'θεωρουντασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6845, 'θεωρουντεσ', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(10376, 'θεωρουντι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10377, 'θεωρουντοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11530, 'θεωρουντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4061, 'θεωρουσαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4468, 'θεωρουσιν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(7895, 'θεωρω', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(7550, 'θεωρων', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(8642, 'θεωρωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8567, 'θη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8654, 'θηκην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3116, 'θηλαζοντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3502, 'θηλαζουσαισ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11663, 'θηλειαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11669, 'θηλειασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2880, 'θηλυ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(12227, 'θηραν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6579, 'θηρευσαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9727, 'θηρια', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(11518, 'θηριον', 24, 'N/A', 'N/A', 'N/A', 'N/A')
(17864, 'θηριου', 18, 'N/A', 'N/A', 'N/A', 'N/A')
(17867, 'θηριω', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(4171, 'θηριων', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(13975, 'θησαυριζειν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11719, 'θησαυριζεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1028, 'θησαυριζετε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6626, 'θησαυριζων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14739, 'θησαυροι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2937, 'θησαυρον', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1037, 'θησαυροσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2062, 'θησαυρου', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(287, 'θησαυρουσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(2302, 'θησαυρω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16271, 'θησαυρων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3601, 'θησει', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8512, 'θησεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2004, 'θησω', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16279, 'θιγη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14787, 'θιγησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14919, 'θλιβεσθαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13428, 'θλιβομεθα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13553, 'θλιβομενοι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(14999, 'θλιβομενοισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14998, 'θλιβουσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4295, 'θλιβωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12333, 'θλιψει', 11, 'N/A', 'N/A', 'N/A', 'N/A')
(10738, 'θλιψεισ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11888, 'θλιψεσιν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(9360, 'θλιψεων', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(2206, 'θλιψεωσ', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(3476, 'θλιψιν', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(3505, 'θλιψισ', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(12031, 'θνητα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13562, 'θνητη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13366, 'θνητον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11950, 'θνητω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6484, 'θορυβαζη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4529, 'θορυβεισθε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4526, 'θορυβον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3733, 'θορυβοσ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(11119, 'θορυβου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1568, 'θορυβουμενον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7884, 'θρεμματα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8597, 'θρηνησετε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(341, 'θρηνοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14774, 'θρησκεια', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11247, 'θρησκειασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16538, 'θρησκοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13488, 'θριαμβευοντι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14768, 'θριαμβευσασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7313, 'θριξ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6175, 'θριξιν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(15011, 'θροεισθαι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3468, 'θροεισθε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7437, 'θρομβοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14713, 'θρονοι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(5456, 'θρονον', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(865, 'θρονοσ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(2956, 'θρονου', 49, 'N/A', 'N/A', 'N/A', 'N/A')
(2960, 'θρονουσ', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(3377, 'θρονω', 14, 'N/A', 'N/A', 'N/A', 'N/A')
(5501, 'θρονων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17406, 'θυατειρα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17465, 'θυατειροισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10249, 'θυατειρων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1561, 'θυγατερ', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(1779, 'θυγατερα', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(13672, 'θυγατερασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7529, 'θυγατερεσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(5375, 'θυγατερων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1545, 'θυγατηρ', 13, 'N/A', 'N/A', 'N/A', 'N/A')
(3074, 'θυγατρι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4492, 'θυγατριον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4588, 'θυγατροσ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(13053, 'θυει', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(10065, 'θυειν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16390, 'θυελλη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7374, 'θυεσθαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(18045, 'θυινον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17666, 'θυμιαματα', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(5393, 'θυμιαματοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17579, 'θυμιαματων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5391, 'θυμιασαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16073, 'θυμιατηριον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13990, 'θυμοι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9882, 'θυμομαχων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14800, 'θυμον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11728, 'θυμοσ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(5877, 'θυμου', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(13055, 'θυουσιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3633, 'θυρα', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(10291, 'θυραι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3548, 'θυραισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(981, 'θυραν', 14, 'N/A', 'N/A', 'N/A', 'N/A')
(4109, 'θυρασ', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(14489, 'θυρεον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10687, 'θυριδοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8781, 'θυρων', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(8284, 'θυρωροσ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(5097, 'θυρωρω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6915, 'θυσατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8293, 'θυση', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4880, 'θυσια', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(16088, 'θυσιαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16124, 'θυσιαισ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1499, 'θυσιαν', 13, 'N/A', 'N/A', 'N/A', 'N/A')
(9440, 'θυσιασ', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(12212, 'θυσιαστηρια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(801, 'θυσιαστηριον', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(807, 'θυσιαστηριου', 11, 'N/A', 'N/A', 'N/A', 'N/A')
(3370, 'θυσιαστηριω', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(5036, 'θυσιων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9729, 'θυσον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3309, 'θω', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(8790, 'θωμα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4317, 'θωμαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1636, 'θωμασ', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(4403, 'θωμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14486, 'θωρακα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17716, 'θωρακασ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4489, 'ιαειροσ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(7973, 'ιαθεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9060, 'ιαθεντοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1339, 'ιαθη', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(6019, 'ιαθηναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1313, 'ιαθησεται', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16728, 'ιαθητε', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(6126, 'ιαθητω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4490, 'ιαιροσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15, 'ιακωβ', 35, 'N/A', 'N/A', 'N/A', 'N/A')
(642, 'ιακωβον', 22, 'N/A', 'N/A', 'N/A', 'N/A')
(1633, 'ιακωβοσ', 15, 'N/A', 'N/A', 'N/A', 'N/A')
(4065, 'ιακωβου', 26, 'N/A', 'N/A', 'N/A', 'N/A')
(9877, 'ιακωβω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13141, 'ιαματων', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(15513, 'ιαμβρησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5763, 'ιαννα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5764, 'ιανναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15512, 'ιαννησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5814, 'ιαρεδ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5815, 'ιαρετ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5847, 'ιασασθαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6380, 'ιασατο', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(6768, 'ιασεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9145, 'ιασεωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7938, 'ιασηται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5949, 'ιασθαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9159, 'ιασιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2187, 'ιασομαι', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(10341, 'ιασονα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10339, 'ιασονοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17540, 'ιασπιδι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(18156, 'ιασπισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2188, 'ιασωμαι', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(10347, 'ιασων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4507, 'ιαται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6025, 'ιατο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5863, 'ιατρε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6298, 'ιατροισ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(14853, 'ιατροσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1494, 'ιατρου', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4501, 'ιατρων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17635, 'ιβʹ', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(3648, 'ιδε', 50, 'N/A', 'N/A', 'N/A', 'N/A')
(4110, 'ιδεα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1835, 'ιδειν', 40, 'N/A', 'N/A', 'N/A', 'N/A')
(4117, 'ιδετε', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(5641, 'ιδη', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(7738, 'ιδησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2175, 'ιδητε', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(5242, 'ιδια', 23, 'N/A', 'N/A', 'N/A', 'N/A')
(12734, 'ιδιαισ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1444, 'ιδιαν', 28, 'N/A', 'N/A', 'N/A', 'N/A')
(11197, 'ιδιασ', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(7711, 'ιδιοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4411, 'ιδιοισ', 14, 'N/A', 'N/A', 'N/A', 'N/A')
(3220, 'ιδιον', 18, 'N/A', 'N/A', 'N/A', 'N/A')
(15620, 'ιδιοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6086, 'ιδιου', 13, 'N/A', 'N/A', 'N/A', 'N/A')
(3638, 'ιδιουσ', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(6083, 'ιδιω', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(8230, 'ιδιων', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(9123, 'ιδιωται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13264, 'ιδιωτησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13248, 'ιδιωτου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(277, 'ιδοντεσ', 45, 'N/A', 'N/A', 'N/A', 'N/A')
(132, 'ιδου', 237, 'N/A', 'N/A', 'N/A', 'N/A')
(4289, 'ιδουμαιασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5191, 'ιδουσα', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(7436, 'ιδρωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5017, 'ιδω', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4043, 'ιδωμεν', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(322, 'ιδων', 80, 'N/A', 'N/A', 'N/A', 'N/A')
(747, 'ιδωσιν', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(17466, 'ιεζαβελ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(12978, 'ιερα', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(14851, 'ιεραπολει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15971, 'ιερατειαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5389, 'ιερατειασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5385, 'ιερατευειν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16816, 'ιερατευμα', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(15988, 'ιερεα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1293, 'ιερει', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1966, 'ιερεισ', 13, 'N/A', 'N/A', 'N/A', 'N/A')
(2627, 'ιερεμιαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(337, 'ιερεμιου', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5372, 'ιερευσ', 13, 'N/A', 'N/A', 'N/A', 'N/A')
(1963, 'ιερευσιν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(9305, 'ιερεων', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(3050, 'ιεριχω', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(13063, 'ιεροθυτον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3097, 'ιερον', 26, 'N/A', 'N/A', 'N/A', 'N/A')
(15637, 'ιεροπρεπεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(203, 'ιεροσολυμα', 47, 'N/A', 'N/A', 'N/A', 'N/A')
(4157, 'ιεροσολυμιται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8125, 'ιεροσολυμιτων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7482, 'ιεροσολυμοισ', 22, 'N/A', 'N/A', 'N/A', 'N/A')
(673, 'ιεροσολυμων', 11, 'N/A', 'N/A', 'N/A', 'N/A')
(11764, 'ιεροσυλεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10639, 'ιεροσυλουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(556, 'ιερου', 21, 'N/A', 'N/A', 'N/A', 'N/A')
(12474, 'ιερουργουντα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3440, 'ιερουσαλημ', 101, 'N/A', 'N/A', 'N/A', 'N/A')
(1967, 'ιερω', 34, 'N/A', 'N/A', 'N/A', 'N/A')
(16017, 'ιερωσυνην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15984, 'ιερωσυνησ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
